Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Year,MRP_Level,Item_Outlet_Sales,Item_Class
FDX,4.615,Regular,0.101338651,Canned,232.63,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,23.0395477797361,FD
NCM,18.75,None,0.052146456,Health and Hygiene,104.628,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,7.12711702412356,NC
FDE,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,Small,Tier 2,Supermarket Type1,9,High,20.2347319237887,FD
FDN,18.25,Low Fat,0.054344186,Snack Foods,140.2154,OUT045,Small,Tier 2,Supermarket Type1,11,High,12.1369321772074,FD
FDI,10.3,Low Fat,0.078362484,Baking Goods,177.937,OUT027,Medium,Tier 3,Supermarket Type3,28,High,37.6796619028083,FD
FDI,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,16.971987780081,FD
FDF,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,Small,Tier 3,Grocery Store,15,Medium,4.01470707189552,FD
FDG,13.65,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,17.0743328625585,FD
DRF,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,Small,Tier 2,Supermarket Type1,11,High,19.1705524102805,DR
FDS,5.175,Regular,0.051643608,Snack Foods,107.3622,OUT019,Small,Tier 1,Grocery Store,28,Medium,2.95808580673645,FD
FDX,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,Small,Tier 3,Grocery Store,15,Low,5.83382179653745,FD
DRK,9.5,Low Fat,0.041878397,Soft Drinks,32.99,OUT035,Small,Tier 2,Supermarket Type1,9,Low,4.03637465898757,DR
DRC,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,23.0469042769359,DR
FDL,5.78,Regular,0.072839052,Snack Foods,263.7568,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,9.99620862855479,FD
NCD,19.7,None,0.026903714,Household,96.0726,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,13.2435658033612,NC
NCZ,14.65,None,0.12241394,Household,161.5552,OUT010,Small,Tier 3,Grocery Store,15,High,2.01114170265024,NC
FDE,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,Small,Tier 3,Grocery Store,15,Medium,1.00845746586644,FD
FDR,6.11,Regular,0.139735226,Fruits and Vegetables,131.2968,OUT010,Small,Tier 3,Grocery Store,15,Medium,1.98781386903565,FD
FDP,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,Small,Tier 3,Grocery Store,15,Very_High,1.00346029275615,FD
FDX,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,High,Tier 3,Supermarket Type1,26,High,22.9713677144838,FD
FDA,6.32,Low Fat,0.017813048,Meat,40.2822,OUT035,Small,Tier 2,Supermarket Type1,9,Low,28.2800790423562,FD
FDY,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,37.6990391046254,FD
FDC,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,16.0362190072823,FD
FDH,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,Small,Tier 1,Supermarket Type1,16,Low,7.13154150537173,FD
FDT,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,29.1906214258483,FD
DRJ,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,High,Tier 3,Supermarket Type1,26,High,14.8978693693526,DR
NCO,9.06,None,0.017116983,Others,211.956,OUT019,Small,Tier 1,Grocery Store,28,Very_High,1.00518975636453,NC
FDW,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,High,Tier 3,Supermarket Type1,26,Medium,23.8067212679085,FD
DRF,8.93,Low Fat,0.049754975,Dairy,152.134,OUT019,Small,Tier 1,Grocery Store,28,High,1.00657315261546,DR
FDS,9,Low Fat,0.07867708,Canned,79.7644,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,20.6840695849276,FD
FDX,16.7,Low Fat,0.101561568,Canned,181.9292,OUT027,Medium,Tier 3,Supermarket Type3,28,High,17.0467214718693,FD
NCX,6.36,None,0.005949644,Household,165.6526,OUT027,Medium,Tier 3,Supermarket Type3,28,High,28.7899218002011,NC
FDG,5.365,Regular,0.13956116,Seafood,170.4764,OUT027,Medium,Tier 3,Supermarket Type3,28,High,20.1525137790333,FD
FDL,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,13.1203427918139,FD
FDF,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,Small,Tier 2,Supermarket Type1,9,High,17.0892775086323,FD
NCD,13,None,0.099325278,Household,45.406,OUT046,Small,Tier 1,Supermarket Type1,16,Low,13.3435669294807,NC
DRM,9.3,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,Medium,Tier 3,Supermarket Type3,28,High,11.8880159432116,DR
FDS,17.6,Regular,0.082741482,Snack Foods,118.7782,OUT019,Small,Tier 1,Grocery Store,28,Medium,1.00336762133119,FD
FDB,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,High,Tier 3,Supermarket Type1,26,Medium,20.7515605439426,FD
FDX,7.05,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,18.8789712006057,FD
NCU,11.8,None,0.058451805,Health and Hygiene,79.9618,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,3.02251074888259,NC
NCR,17.25,None,0.113748685,Household,251.3724,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,27.0322231080262,NC
NCR,15.85,None,0.020603511,Household,42.7112,OUT017,Small,Tier 2,Supermarket Type1,6,Low,14.9648804060762,NC
NCU,18.85,None,0.052044976,Health and Hygiene,192.1846,OUT035,Small,Tier 2,Supermarket Type1,9,High,16.9026977187558,NC
FDY,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,31.7328719516428,FD
DRJ,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,14.0794528059064,DR
FDK,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,15.0783004230632,FD
FDY,12,Low Fat,0.033946163,Canned,179.3976,OUT013,High,Tier 3,Supermarket Type1,26,High,19.1800470017436,FD
FDU,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,Small,Tier 2,Supermarket Type1,9,High,5.9632926942673,FD
FDL,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,7.11145461541524,FD
FDF,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,20.0380965442625,FD
DRF,18.35,Low Fat,0.058153409,Dairy,152.034,OUT019,Small,Tier 1,Grocery Store,28,High,2.01447044739992,DR
FDL,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,15.829164167896,FD
FDV,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,12.3514995687621,FD
FDJ,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,High,Tier 3,Supermarket Type1,26,Medium,14.9047395261109,FD
FDG,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,Small,Tier 2,Supermarket Type1,11,High,21.987200104261,FD
FDQ,6.4,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,Small,Tier 1,Grocery Store,28,Low,0.992784923375886,FD
FDW,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,Small,Tier 2,Supermarket Type1,6,Low,5.07822828578357,FD
NCI,8.645,None,0.143303291,Health and Hygiene,96.341,OUT013,High,Tier 3,Supermarket Type1,26,Medium,2.00415191870543,NC
FDY,17.6,Regular,0.076276208,Meat,110.9202,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,15.2163717699752,FD
FDS,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,36.5068066948835,FD
FDJ,12.8,Regular,0.023511371,Meat,225.9404,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,21.9123662700429,FD
DRK,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,14.8585552095688,DR
FDG,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,4.97159256926543,FD
FDY,13.6,Regular,0.119418124,Dairy,231.03,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,23.1991083409081,FD
FDN,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,Small,Tier 2,Supermarket Type1,11,High,10.0113483547723,FD
NCR,16.35,None,0.090486828,Household,195.211,OUT013,High,Tier 3,Supermarket Type1,26,High,13.079913529463,NC
FDG,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,High,Tier 3,Supermarket Type1,26,Low,23.2248312393011,FD
FDG,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,High,Tier 3,Supermarket Type1,26,Medium,12.6949251980053,FD
FDG,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,Small,Tier 2,Supermarket Type1,6,Low,8.41398394178078,FD
FDM,15.7,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,High,Tier 3,Supermarket Type1,26,High,14.0861943514715,FD
FDW,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,11.0853831764094,FD
FDS,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,8.04612556763277,FD
FDQ,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,High,Tier 3,Supermarket Type1,26,Medium,22.5168676217284,FD
FDK,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,22.0749748947701,FD
FDL,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,22.7736438313023,FD
FDH,19.35,Low Fat,0.03292824,Meat,173.1738,OUT027,Medium,Tier 3,Supermarket Type3,28,High,42.1455185484178,FD
FDY,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,29.056530478895,FD
FDY,17.6,Regular,0.076552407,Meat,110.5202,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,4.07238495768194,FD
FDK,7.905,Low Fat,0.016758569,Snack Foods,250.4408,OUT010,Small,Tier 3,Grocery Store,15,Very_High,1.99920140807728,FD
FDZ,17.85,Low Fat,0.044248175,Snack Foods,126.202,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,29.0689371008383,FD
FDZ,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,7.13566364718149,FD
NCZ,7.825,None,0.186032678,Household,253.0698,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,24.0569012975867,NC
NCF,9,None,0.031867464,Household,101.0016,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,21.0415834996673,NC
DRE,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,OUT017,Small,Tier 2,Supermarket Type1,6,High,14.8823547865916,DR
FDJ,11.1,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,Small,Tier 1,Grocery Store,28,High,3.01103030392164,FD
FDT,6.26,Regular,0.009866049,Meat,151.1366,OUT035,Small,Tier 2,Supermarket Type1,9,High,15,FD
FDE,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,Small,Tier 3,Grocery Store,15,High,2.01492806707316,FD
NCD,13,None,0.099729888,Household,46.306,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,12.0777437049195,NC
FDB,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,25.0225045594237,FD
NCT,8.695,None,0.119721451,Household,95.5094,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,12.959166322896,NC
DRF,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,5.01320983022726,DR
FDM,10.695,Regular,0.060371962,Breakfast,174.0712,OUT027,Medium,Tier 3,Supermarket Type3,28,High,22.2148546112166,FD
FDF,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,OUT045,Small,Tier 2,Supermarket Type1,11,High,6.95062395201857,FD
FDH,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,Medium,Tier 3,Supermarket Type2,4,High,13.1002012433363,FD
FDV,20.2,Regular,0.11679292,Baking Goods,196.211,OUT027,Medium,Tier 3,Supermarket Type3,28,High,28.0285407036303,FD
FDY,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,9.80921330164861,FD
FDK,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,Small,Tier 2,Supermarket Type1,9,Low,12.1753528977066,FD
NCM,6.095,None,0.081196619,Others,141.4154,OUT046,Small,Tier 1,Supermarket Type1,16,High,10.0282854625451,NC
FDE,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,11.745839998804,FD
FDU,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,23.8067212679085,FD
FDV,17.35,Regular,0.02747716,Canned,87.9856,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,36.9579476641632,FD
FDV,20.2,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,Small,Tier 1,Grocery Store,28,Medium,2.03033501027399,FD
NCQ,17.7,None,0.012540003,Household,167.0474,OUT035,Small,Tier 2,Supermarket Type1,9,High,35.2933299171373,NC
FDO,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,12.1024069909839,FD
DRE,9.395,Low Fat,0.159657596,Soft Drinks,224.972,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,34.2115818857458,DR
DRP,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,11.0790298645077,DR
FDB,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,22.0364713322895,FD
FDR,7.075,Low Fat,0.025179178,Frozen Foods,98.0068,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,8.92653570976708,FD
FDX,6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,11.2255957238277,FD
FDX,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,12.922584750557,FD
FDD,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,Small,Tier 2,Supermarket Type1,9,High,19.8760434302502,FD
FDA,15,Regular,0.054378253,Canned,59.1904,OUT046,Small,Tier 1,Supermarket Type1,16,Low,8.90876898956587,FD
FDS,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,26.8182866449658,FD
FDM,13,Regular,0.029943463,Canned,60.222,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,27.8605160904653,FD
FDB,16.7,Regular,0.052368061,Frozen Foods,112.7176,OUT013,High,Tier 3,Supermarket Type1,26,Medium,7.11178378531835,FD
FDF,7.07,Low Fat,0.093861144,Snack Foods,115.5834,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,10.9619322497867,FD
FDA,6.48,Low Fat,0.033968647,Snack Foods,148.0076,OUT045,Small,Tier 2,Supermarket Type1,11,High,5.99189230823282,FD
FDC,19,Regular,0.173154079,Fruits and Vegetables,228.272,OUT010,Small,Tier 3,Grocery Store,15,Very_High,1.98335319268241,FD
FDB,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,Small,Tier 2,Supermarket Type1,11,High,26.2819589641261,FD
FDY,5.98,Low Fat,0.043351896,Fruits and Vegetables,146.6418,OUT027,Medium,Tier 3,Supermarket Type3,28,High,30.1022900700892,FD
DRQ,9.3,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,44.5031084917526,DR
FDX,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,22.1080644671529,FD
DRD,15,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,Small,Tier 2,Supermarket Type1,6,Low,15.3114180220005,DR
FDC,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,Small,Tier 2,Supermarket Type1,6,High,13.0433417705313,FD
FDB,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,23.2896427997125,FD
NCK,9.8,None,0.151420934,Others,194.3478,OUT010,Small,Tier 3,Grocery Store,15,High,1.99382550252691,NC
FDV,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,High,Tier 3,Supermarket Type1,26,High,6.02544156254808,FD
FDZ,9.6,Regular,0.022323658,Breads,101.299,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,17.3188580341366,FD
NCW,18,None,0.019292355,Health and Hygiene,129.9994,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,25.6999986153782,NC
FDV,13.35,Low Fat,0.048124443,Breads,216.7166,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,18.0830577814528,FD
DRH,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,High,Tier 3,Supermarket Type1,26,Medium,4.01047572904527,DR
FDN,15.1,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,Medium,Tier 3,Supermarket Type3,28,High,27,FD
FDU,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,16.9804318649047,FD
FDN,13.8,Regular,0.056596985,Snack Foods,230.9984,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,40.1212129607824,FD
FDC,15.6,Low Fat,0.2047,Frozen Foods,76.867,OUT019,Small,Tier 1,Grocery Store,28,Medium,2.9882914644776,FD
FDO,21.1,Regular,0.020618324,Breakfast,129.3994,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,15.8887166401081,FD
NCO,5.5,None,0.04709821,Others,101.3016,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,32.9674240090976,NC
FDQ,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,28.9084536513915,FD
FDF,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,16.2082916343245,FD
FDM,7.895,Regular,0.095102092,Breakfast,104.4332,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,27.4905834543038,FD
FDY,17.2,Regular,0.011953902,Canned,164.5184,OUT027,Medium,Tier 3,Supermarket Type3,28,High,17.0619991441687,FD
FDR,17.35,Regular,0.062799379,Baking Goods,88.183,OUT013,High,Tier 3,Supermarket Type1,26,Medium,6.11566855289568,FD
NCY,7.285,None,0.031125709,Household,174.3054,OUT013,High,Tier 3,Supermarket Type1,26,High,25.114741138255,NC
NCY,20.25,None,0.026005891,Household,180.9976,OUT045,Small,Tier 2,Supermarket Type1,11,High,15.0082874027059,NC
FDJ,18.75,Low Fat,0.09246392,Snack Foods,190.9504,OUT019,Small,Tier 1,Grocery Store,28,High,2.00837913929481,FD
DRI,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,11.7986252819246,DR
FDL,6.17,Low Fat,0.010647477,Meat,66.3826,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,29.1865338206096,FD
NCO,19.5,None,0.015749341,Household,182.2608,OUT049,Medium,Tier 1,Supermarket Type1,14,High,18.1481393695188,NC
NCB,19.2,None,0.077628053,Household,197.611,OUT049,Medium,Tier 1,Supermarket Type1,14,High,15.9028394168341,NC
FDX,16.7,Low Fat,0.096790497,Canned,181.2292,OUT018,Medium,Tier 3,Supermarket Type2,4,High,14.0927002933302,FD
FDP,20.85,Regular,0.056695731,Breads,104.0648,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,17.9654061700018,FD
FDR,14.5,Regular,0.063993068,Breads,260.4594,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,21.0967521233636,FD
FDT,11.395,Regular,0.069529262,Meat,233.1616,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,26.1338127719144,FD
DRI,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,Small,Tier 1,Supermarket Type1,16,High,14.8621024096455,DR
FDU,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,22.7088375928645,FD
FDH,19.25,Regular,0.034699737,Canned,141.7496,OUT046,Small,Tier 1,Supermarket Type1,16,High,28.8772483308595,FD
FDH,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,Small,Tier 1,Supermarket Type1,16,High,22.2475163979614,FD
FDN,19.35,Regular,0.065203103,Meat,166.0816,OUT027,Medium,Tier 3,Supermarket Type3,28,High,30.3070779664936,FD
FDH,11.6,Regular,0.078929571,Frozen Foods,79.9276,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,14.227706073997,FD
FDJ,8.985,Low Fat,0.182514881,Fruits and Vegetables,98.77,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,27.3006985926901,FD
DRN,12.1,Low Fat,0.016895293,Hard Drinks,178.566,OUT018,Medium,Tier 3,Supermarket Type2,4,High,5.03360102147105,DR
NCO,10,None,0.073379745,Health and Hygiene,118.244,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,23.3112208653293,NC
FDX,14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,10.7313666113119,FD
FDT,10.395,Low Fat,0.112271498,Snack Foods,58.222,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,11.3211844320016,FD
FDX,17.7,Low Fat,0.153741385,Dairy,182.6292,OUT019,Small,Tier 1,Grocery Store,28,High,0.998904884870547,FD
FDG,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,17.0723437776313,FD
FDD,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,20.0935801666195,FD
FDS,9.195,Regular,0.078502143,Meat,108.7596,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,23.8013968422098,FD
FDL,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,6.05080258679246,FD
FDL,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,11.1697617162819,FD
FDZ,15.1,Regular,0.09224886,Fruits and Vegetables,60.2194,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,28.7904429469573,FD
NCW,18.35,None,0.053392944,Health and Hygiene,193.8162,OUT019,Small,Tier 1,Grocery Store,28,High,1.98555332320002,NC
NCA,16.5,None,0.036715907,Household,180.0318,OUT045,Small,Tier 2,Supermarket Type1,11,High,22.0488802533775,NC
FDX,9,Low Fat,0.065236932,Snack Foods,176.437,OUT035,Small,Tier 2,Supermarket Type1,9,High,44,FD
FDO,6.785,Regular,0.041947547,Meat,41.2112,OUT013,High,Tier 3,Supermarket Type1,26,Low,19.6454556043017,FD
FDW,19.5,Low Fat,0.082888496,Canned,178.6002,OUT018,Medium,Tier 3,Supermarket Type2,4,High,7.01959684255673,FD
FDB,7.575,Low Fat,0.055390121,Dairy,195.2768,OUT046,Small,Tier 1,Supermarket Type1,16,High,29.2673128605139,FD
FDF,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,High,Tier 3,Supermarket Type1,26,Low,25.3460782413688,FD
FDV,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,High,Tier 3,Supermarket Type1,26,High,19.1454561729362,FD
FDY,7.47,Regular,0.152874661,Frozen Foods,214.3218,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,19.9440094288122,FD
FDX,20.35,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,23.1885280061157,FD
FDR,18.2,Low Fat,0.160707489,Fruits and Vegetables,38.019,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,34.6743470370078,FD
FDP,13.85,Regular,0.085622362,Meat,119.4124,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,18.8567987914153,FD
FDL,6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,Small,Tier 2,Supermarket Type1,6,Low,31.4138785493423,FD
FDR,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,27,FD
FDB,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,7.08118784780294,FD
FDC,15.85,Low Fat,0.148675787,Canned,96.4094,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,12.8381900520074,FD
FDT,15.2,Low Fat,0.031860325,Snack Foods,235.1248,OUT010,Small,Tier 3,Grocery Store,15,Very_High,2.01616162990888,FD
